9.9us,miss
11.9us,miss
0.8us,hit
27.1us,miss
13.5us,miss
12.4us,miss
23.4us,miss
13.7us,miss
15.8us,miss
21.2us,miss
12us,miss
12.1us,miss
10.7us,miss
11.4us,miss
11.1us,miss
10.3us,miss
10.1us,miss
0.7us,hit
12.6us,miss
11.2us,miss
11.3us,miss
10.9us,miss
0.8us,hit
10.7us,miss
16.8us,miss
11.2us,miss
11.9us,miss
10.6us,miss
11.7us,miss
10.1us,miss
11.4us,miss
12.1us,miss
14us,miss
14.1us,miss
12.4us,miss
13us,miss
0.7us,hit
11.2us,miss
10.2us,miss
10.9us,miss
11.3us,miss
10.8us,miss
10us,miss
14.6us,miss
11.5us,miss
11.6us,miss
10.6us,miss
15.1us,miss
11.6us,miss
10.3us,miss
10.5us,miss
11.2us,miss
12us,miss
11.2us,miss
10.6us,miss
10.3us,miss
11.7us,miss
13us,miss
10.9us,miss
11us,miss
11.7us,miss
10.8us,miss
11us,miss
10.5us,miss
13.1us,miss
12.4us,miss
12us,miss
10.8us,miss
10.3us,miss
12us,miss
0.8us,hit
11.5us,miss
12us,miss
11.7us,miss
11.7us,miss
10.2us,miss
11.1us,miss
11.9us,miss
11.3us,miss
10.4us,miss
10.7us,miss
15.6us,miss
10.9us,miss
10.3us,miss
12.6us,miss
0.8us,hit
12.1us,miss
13us,miss
13.5us,miss
11us,miss
9.8us,miss
12.7us,miss
10.5us,miss
13.3us,miss
11.8us,miss
11.1us,miss
9.9us,miss
11.4us,miss
11.1us,miss
10.6us,miss
10.4us,miss
12.4us,miss
14.8us,miss
10.7us,miss
12us,miss
13.3us,miss
10.5us,miss
11.5us,miss
10.7us,miss
9.8us,miss
11.5us,miss
9.8us,miss
11.4us,miss
9.9us,miss
13.5us,miss
9.9us,miss
12.9us,miss
10.6us,miss
10.5us,miss
10.5us,miss
10us,miss
11us,miss
11.2us,miss
10.7us,miss
10.8us,miss
0.8us,hit
12.6us,miss
11.8us,miss
10.9us,miss
15.7us,miss
14.3us,miss
10.7us,miss
12.4us,miss
11.6us,miss
11.7us,miss
11.7us,miss
10.7us,miss
11.4us,miss
11us,miss
12.6us,miss
11.8us,miss
10.1us,miss
0.8us,hit
12.3us,miss
11.3us,miss
12.1us,miss
10.8us,miss
11.6us,miss
12us,miss
11us,miss
11us,miss
12.6us,miss
10us,miss
11us,miss
11.9us,miss
11us,miss
17.3us,miss
10.7us,miss
15us,miss
14.5us,miss
13us,miss
11.9us,miss
10.9us,miss
11.6us,miss
16.5us,miss
10.3us,miss
10.1us,miss
12.8us,miss
10.8us,miss
11us,miss
11.1us,miss
10.3us,miss
13us,miss
10.9us,miss
10.4us,miss
9.9us,miss
10.8us,miss
10.8us,miss
12.2us,miss
11us,miss
11.5us,miss
10.2us,miss
16.5us,miss
11.7us,miss
10.9us,miss
10.7us,miss
12us,miss
12us,miss
10.1us,miss
11.5us,miss
10.9us,miss
10.2us,miss
0.8us,hit
11.6us,miss
10.8us,miss
11.5us,miss
0.8us,hit
18us,miss
12.3us,miss
13.5us,miss
12.8us,miss
11.3us,miss
10.6us,miss
11.1us,miss
11.2us,miss
13.1us,miss
10.7us,miss
10.1us,miss
11.1us,miss
11.8us,miss
12us,miss
11.5us,miss
14us,miss
11.6us,miss
10.6us,miss
19.4us,miss
10.5us,miss
12.4us,miss
11.6us,miss
10.6us,miss
10.6us,miss
10.8us,miss
11.4us,miss
10.9us,miss
11.3us,miss
10us,miss
12us,miss
12us,miss
10.2us,miss
10.1us,miss
11.6us,miss
11us,miss
11.3us,miss
10.5us,miss
10.1us,miss
9.9us,miss
13.5us,miss
13.4us,miss
11.5us,miss
10.6us,miss
10.7us,miss
11.5us,miss
10.2us,miss
12.3us,miss
14.4us,miss
10.5us,miss
10.8us,miss
11.3us,miss
0.7us,hit
16.5us,miss
11.7us,miss
10.8us,miss
11us,miss
11.8us,miss
11us,miss
10.2us,miss
10.6us,miss
15.9us,miss
12.2us,miss
12.4us,miss
11.5us,miss
10us,miss
11us,miss
10us,miss
1.3us,hit
10.6us,miss
12.1us,miss
11.6us,miss
11.9us,miss
9.8us,miss
13.7us,miss
12.3us,miss
1.2us,hit
12.6us,miss
11.3us,miss
10.3us,miss
11.2us,miss
10.9us,miss
11us,miss
11.2us,miss
10.1us,miss
12.2us,miss
1.2us,hit
11.1us,miss
10.7us,miss
10.3us,miss
10.6us,miss
11.8us,miss
11.9us,miss
10.4us,miss
13.6us,miss
10.5us,miss
11.1us,miss
10.7us,miss
11.9us,miss
12.3us,miss
10.8us,miss
10.9us,miss
9.8us,miss
11.6us,miss
9.7us,miss
16.6us,miss
12.3us,miss
12us,miss
13.5us,miss
12.2us,miss
11.2us,miss
10.2us,miss
10.2us,miss
11.8us,miss
16.2us,miss
11.4us,miss
12us,miss
10.7us,miss
10.3us,miss
13.6us,miss
11.8us,miss
10.9us,miss
10.2us,miss
9.9us,miss
9.8us,miss
10.4us,miss
10.4us,miss
10.3us,miss
10.4us,miss
10.5us,miss
11us,miss
10.6us,miss
11.6us,miss
10.8us,miss
11.7us,miss
10.3us,miss
10.7us,miss
9.8us,miss
0.7us,hit
10.9us,miss
11.1us,miss
10.3us,miss
12.8us,miss
15.5us,miss
12.5us,miss
13.7us,miss
12.4us,miss
11.1us,miss
10.7us,miss
10.9us,miss
11.3us,miss
10.8us,miss
10.5us,miss
